t,direccion,modelo,t_ny,hora_ny
2025-12-09 09:15:00+00:00,BUY,MEC-A,2025-12-09 04:15:00-05:00,4
2025-12-09 09:16:00+00:00,BUY,MEC-A,2025-12-09 04:16:00-05:00,4
2025-12-09 09:22:00+00:00,BUY,MEC-A,2025-12-09 04:22:00-05:00,4
2025-12-09 09:26:00+00:00,BUY,MEC-A,2025-12-09 04:26:00-05:00,4
2025-12-09 09:34:00+00:00,BUY,MEC-A,2025-12-09 04:34:00-05:00,4
2025-12-09 09:39:00+00:00,SELL,MEC-A,2025-12-09 04:39:00-05:00,4
2025-12-09 09:40:00+00:00,SELL,MEC-A,2025-12-09 04:40:00-05:00,4
2025-12-09 09:43:00+00:00,SELL,MEC-A,2025-12-09 04:43:00-05:00,4
2025-12-09 09:47:00+00:00,SELL,MEC-A,2025-12-09 04:47:00-05:00,4
2025-12-09 09:51:00+00:00,SELL,MEC-A,2025-12-09 04:51:00-05:00,4
2025-12-09 09:54:00+00:00,SELL,MEC-A,2025-12-09 04:54:00-05:00,4
2025-12-09 09:56:00+00:00,SELL,MEC-A,2025-12-09 04:56:00-05:00,4
2025-12-09 09:58:00+00:00,SELL,MEC-A,2025-12-09 04:58:00-05:00,4
2025-12-09 10:11:00+00:00,BUY,MEC-A,2025-12-09 05:11:00-05:00,5
2025-12-09 10:17:00+00:00,BUY,MEC-A,2025-12-09 05:17:00-05:00,5
2025-12-09 10:18:00+00:00,BUY,MEC-A,2025-12-09 05:18:00-05:00,5
2025-12-09 10:19:00+00:00,BUY,MEC-A,2025-12-09 05:19:00-05:00,5
2025-12-09 10:33:00+00:00,SELL,MEC-A,2025-12-09 05:33:00-05:00,5
2025-12-09 10:37:00+00:00,SELL,MEC-A,2025-12-09 05:37:00-05:00,5
2025-12-09 10:38:00+00:00,SELL,MEC-A,2025-12-09 05:38:00-05:00,5
2025-12-09 10:39:00+00:00,SELL,MEC-A,2025-12-09 05:39:00-05:00,5
2025-12-09 10:41:00+00:00,SELL,MEC-A,2025-12-09 05:41:00-05:00,5
2025-12-09 10:45:00+00:00,SELL,MEC-A,2025-12-09 05:45:00-05:00,5
2025-12-09 10:46:00+00:00,SELL,MEC-A,2025-12-09 05:46:00-05:00,5
2025-12-09 10:52:00+00:00,BUY,MEC-A,2025-12-09 05:52:00-05:00,5
2025-12-09 11:00:00+00:00,BUY,MEC-A,2025-12-09 06:00:00-05:00,6
2025-12-09 11:04:00+00:00,SELL,MEC-A,2025-12-09 06:04:00-05:00,6
2025-12-09 11:10:00+00:00,SELL,MEC-A,2025-12-09 06:10:00-05:00,6
2025-12-09 11:12:00+00:00,SELL,MEC-A,2025-12-09 06:12:00-05:00,6
2025-12-09 11:18:00+00:00,SELL,MEC-A,2025-12-09 06:18:00-05:00,6
2025-12-09 11:24:00+00:00,BUY,MEC-A,2025-12-09 06:24:00-05:00,6
2025-12-09 11:32:00+00:00,BUY,MEC-A,2025-12-09 06:32:00-05:00,6
2025-12-09 11:48:00+00:00,BUY,MEC-A,2025-12-09 06:48:00-05:00,6
2025-12-09 11:57:00+00:00,SELL,MEC-A,2025-12-09 06:57:00-05:00,6
2025-12-09 11:58:00+00:00,SELL,MEC-A,2025-12-09 06:58:00-05:00,6
2025-12-09 12:08:00+00:00,SELL,MEC-A,2025-12-09 07:08:00-05:00,7
2025-12-09 12:10:00+00:00,SELL,MEC-A,2025-12-09 07:10:00-05:00,7
2025-12-09 12:12:00+00:00,SELL,MEC-A,2025-12-09 07:12:00-05:00,7
2025-12-09 12:17:00+00:00,SELL,MEC-A,2025-12-09 07:17:00-05:00,7
2025-12-09 12:19:00+00:00,SELL,MEC-A,2025-12-09 07:19:00-05:00,7
2025-12-09 12:24:00+00:00,SELL,MEC-A,2025-12-09 07:24:00-05:00,7
2025-12-09 12:35:00+00:00,SELL,MEC-A,2025-12-09 07:35:00-05:00,7
2025-12-09 12:48:00+00:00,BUY,MEC-A,2025-12-09 07:48:00-05:00,7
2025-12-09 12:49:00+00:00,BUY,MEC-A,2025-12-09 07:49:00-05:00,7
2025-12-09 12:50:00+00:00,BUY,MEC-A,2025-12-09 07:50:00-05:00,7
2025-12-09 12:53:00+00:00,BUY,MEC-A,2025-12-09 07:53:00-05:00,7
2025-12-09 12:54:00+00:00,BUY,MEC-A,2025-12-09 07:54:00-05:00,7
2025-12-09 12:58:00+00:00,BUY,MEC-A,2025-12-09 07:58:00-05:00,7
2025-12-09 13:02:00+00:00,BUY,MEC-A,2025-12-09 08:02:00-05:00,8
2025-12-09 13:04:00+00:00,BUY,MEC-A,2025-12-09 08:04:00-05:00,8
2025-12-09 13:15:00+00:00,SELL,MEC-A,2025-12-09 08:15:00-05:00,8
2025-12-09 13:20:00+00:00,SELL,MEC-A,2025-12-09 08:20:00-05:00,8
2025-12-09 13:25:00+00:00,SELL,MEC-A,2025-12-09 08:25:00-05:00,8
2025-12-09 13:30:00+00:00,SELL,MEC-A,2025-12-09 08:30:00-05:00,8
2025-12-09 13:38:00+00:00,SELL,MEC-A,2025-12-09 08:38:00-05:00,8
2025-12-09 13:44:00+00:00,BUY,MEC-A,2025-12-09 08:44:00-05:00,8
2025-12-09 13:47:00+00:00,BUY,MEC-A,2025-12-09 08:47:00-05:00,8
2025-12-09 13:50:00+00:00,BUY,MEC-A,2025-12-09 08:50:00-05:00,8
2025-12-09 13:52:00+00:00,BUY,MEC-A,2025-12-09 08:52:00-05:00,8
2025-12-09 13:55:00+00:00,BUY,MEC-A,2025-12-09 08:55:00-05:00,8
2025-12-09 14:03:00+00:00,SELL,MEC-A,2025-12-09 09:03:00-05:00,9
2025-12-09 14:04:00+00:00,SELL,MEC-A,2025-12-09 09:04:00-05:00,9
2025-12-09 14:05:00+00:00,SELL,MEC-A,2025-12-09 09:05:00-05:00,9
2025-12-09 14:10:00+00:00,SELL,MEC-A,2025-12-09 09:10:00-05:00,9
2025-12-09 14:11:00+00:00,SELL,MEC-A,2025-12-09 09:11:00-05:00,9
2025-12-09 14:13:00+00:00,SELL,MEC-A,2025-12-09 09:13:00-05:00,9
2025-12-09 14:17:00+00:00,SELL,MEC-A,2025-12-09 09:17:00-05:00,9
2025-12-09 14:22:00+00:00,SELL,MEC-A,2025-12-09 09:22:00-05:00,9
2025-12-09 14:26:00+00:00,SELL,MEC-A,2025-12-09 09:26:00-05:00,9
2025-12-09 14:30:00+00:00,BUY,MEC-A,2025-12-09 09:30:00-05:00,9
2025-12-09 14:31:00+00:00,BUY,MEC-A,2025-12-09 09:31:00-05:00,9
2025-12-09 14:33:00+00:00,BUY,MEC-A,2025-12-09 09:33:00-05:00,9
2025-12-09 14:40:00+00:00,BUY,MEC-A,2025-12-09 09:40:00-05:00,9
2025-12-09 14:41:00+00:00,BUY,MEC-A,2025-12-09 09:41:00-05:00,9
2025-12-09 14:42:00+00:00,BUY,MEC-A,2025-12-09 09:42:00-05:00,9
2025-12-09 14:44:00+00:00,BUY,MEC-A,2025-12-09 09:44:00-05:00,9
2025-12-09 14:50:00+00:00,BUY,MEC-A,2025-12-09 09:50:00-05:00,9
2025-12-09 14:53:00+00:00,BUY,MEC-A,2025-12-09 09:53:00-05:00,9
2025-12-09 15:00:00+00:00,SELL,MEC-A,2025-12-09 10:00:00-05:00,10
2025-12-09 15:02:00+00:00,SELL,MEC-A,2025-12-09 10:02:00-05:00,10
2025-12-09 15:08:00+00:00,SELL,MEC-A,2025-12-09 10:08:00-05:00,10
2025-12-09 15:09:00+00:00,SELL,MEC-A,2025-12-09 10:09:00-05:00,10
2025-12-09 15:13:00+00:00,SELL,MEC-A,2025-12-09 10:13:00-05:00,10
2025-12-09 15:21:00+00:00,BUY,MEC-A,2025-12-09 10:21:00-05:00,10
2025-12-09 15:22:00+00:00,BUY,MEC-A,2025-12-09 10:22:00-05:00,10
2025-12-09 15:24:00+00:00,BUY,MEC-A,2025-12-09 10:24:00-05:00,10
2025-12-09 15:28:00+00:00,BUY,MEC-A,2025-12-09 10:28:00-05:00,10
2025-12-09 15:31:00+00:00,BUY,MEC-A,2025-12-09 10:31:00-05:00,10
2025-12-09 15:35:00+00:00,BUY,MEC-A,2025-12-09 10:35:00-05:00,10
2025-12-09 15:45:00+00:00,SELL,MEC-A,2025-12-09 10:45:00-05:00,10
2025-12-09 15:46:00+00:00,SELL,MEC-A,2025-12-09 10:46:00-05:00,10
2025-12-09 15:51:00+00:00,SELL,MEC-A,2025-12-09 10:51:00-05:00,10
2025-12-09 15:55:00+00:00,BUY,MEC-A,2025-12-09 10:55:00-05:00,10
2025-12-09 15:56:00+00:00,BUY,MEC-A,2025-12-09 10:56:00-05:00,10
2025-12-09 15:57:00+00:00,BUY,MEC-A,2025-12-09 10:57:00-05:00,10
2025-12-09 15:58:00+00:00,BUY,MEC-A,2025-12-09 10:58:00-05:00,10
2025-12-09 16:01:00+00:00,BUY,MEC-A,2025-12-09 11:01:00-05:00,11
2025-12-09 16:04:00+00:00,BUY,MEC-A,2025-12-09 11:04:00-05:00,11
2025-12-09 16:09:00+00:00,BUY,MEC-A,2025-12-09 11:09:00-05:00,11
2025-12-09 16:11:00+00:00,BUY,MEC-A,2025-12-09 11:11:00-05:00,11
2025-12-09 16:14:00+00:00,BUY,MEC-A,2025-12-09 11:14:00-05:00,11
2025-12-09 16:22:00+00:00,SELL,MEC-A,2025-12-09 11:22:00-05:00,11
2025-12-09 16:30:00+00:00,BUY,MEC-A,2025-12-09 11:30:00-05:00,11
2025-12-09 16:36:00+00:00,BUY,MEC-A,2025-12-09 11:36:00-05:00,11
2025-12-09 16:37:00+00:00,BUY,MEC-A,2025-12-09 11:37:00-05:00,11
2025-12-09 16:41:00+00:00,BUY,MEC-A,2025-12-09 11:41:00-05:00,11
2025-12-09 16:43:00+00:00,BUY,MEC-A,2025-12-09 11:43:00-05:00,11
2025-12-09 16:46:00+00:00,SELL,MEC-A,2025-12-09 11:46:00-05:00,11
2025-12-09 16:53:00+00:00,SELL,MEC-A,2025-12-09 11:53:00-05:00,11
2025-12-09 16:56:00+00:00,SELL,MEC-A,2025-12-09 11:56:00-05:00,11
2025-12-09 16:59:00+00:00,SELL,MEC-A,2025-12-09 11:59:00-05:00,11
2025-12-09 17:03:00+00:00,SELL,MEC-A,2025-12-09 12:03:00-05:00,12
2025-12-09 17:12:00+00:00,SELL,MEC-A,2025-12-09 12:12:00-05:00,12
2025-12-09 17:13:00+00:00,SELL,MEC-A,2025-12-09 12:13:00-05:00,12
2025-12-09 17:15:00+00:00,SELL,MEC-A,2025-12-09 12:15:00-05:00,12
2025-12-09 17:17:00+00:00,SELL,MEC-A,2025-12-09 12:17:00-05:00,12
2025-12-09 17:22:00+00:00,SELL,MEC-A,2025-12-09 12:22:00-05:00,12
2025-12-09 17:25:00+00:00,SELL,MEC-A,2025-12-09 12:25:00-05:00,12
2025-12-09 17:26:00+00:00,SELL,MEC-A,2025-12-09 12:26:00-05:00,12
2025-12-09 17:34:00+00:00,SELL,MEC-A,2025-12-09 12:34:00-05:00,12
2025-12-09 17:52:00+00:00,SELL,MEC-A,2025-12-09 12:52:00-05:00,12
2025-12-09 17:56:00+00:00,SELL,MEC-A,2025-12-09 12:56:00-05:00,12
2025-12-09 17:58:00+00:00,SELL,MEC-A,2025-12-09 12:58:00-05:00,12
2025-12-09 18:01:00+00:00,SELL,MEC-A,2025-12-09 13:01:00-05:00,13
2025-12-09 18:07:00+00:00,SELL,MEC-A,2025-12-09 13:07:00-05:00,13
2025-12-09 18:11:00+00:00,SELL,MEC-A,2025-12-09 13:11:00-05:00,13
2025-12-09 18:14:00+00:00,BUY,MEC-A,2025-12-09 13:14:00-05:00,13
2025-12-09 18:16:00+00:00,BUY,MEC-A,2025-12-09 13:16:00-05:00,13
2025-12-09 18:21:00+00:00,BUY,MEC-A,2025-12-09 13:21:00-05:00,13
2025-12-09 18:22:00+00:00,BUY,MEC-A,2025-12-09 13:22:00-05:00,13
2025-12-09 18:28:00+00:00,BUY,MEC-A,2025-12-09 13:28:00-05:00,13
2025-12-09 18:30:00+00:00,BUY,MEC-A,2025-12-09 13:30:00-05:00,13
2025-12-09 18:33:00+00:00,SELL,MEC-A,2025-12-09 13:33:00-05:00,13
2025-12-09 18:49:00+00:00,BUY,MEC-A,2025-12-09 13:49:00-05:00,13
2025-12-09 18:53:00+00:00,BUY,MEC-A,2025-12-09 13:53:00-05:00,13
2025-12-09 18:56:00+00:00,BUY,MEC-A,2025-12-09 13:56:00-05:00,13
2025-12-09 19:01:00+00:00,BUY,MEC-A,2025-12-09 14:01:00-05:00,14
2025-12-09 19:03:00+00:00,BUY,MEC-A,2025-12-09 14:03:00-05:00,14
2025-12-09 19:04:00+00:00,BUY,MEC-A,2025-12-09 14:04:00-05:00,14
2025-12-09 19:09:00+00:00,BUY,MEC-A,2025-12-09 14:09:00-05:00,14
2025-12-09 19:22:00+00:00,SELL,MEC-A,2025-12-09 14:22:00-05:00,14
2025-12-09 19:34:00+00:00,BUY,MEC-A,2025-12-09 14:34:00-05:00,14
2025-12-09 19:45:00+00:00,SELL,MEC-A,2025-12-09 14:45:00-05:00,14
2025-12-09 19:51:00+00:00,BUY,MEC-A,2025-12-09 14:51:00-05:00,14
2025-12-09 19:52:00+00:00,BUY,MEC-A,2025-12-09 14:52:00-05:00,14
2025-12-09 19:54:00+00:00,BUY,MEC-A,2025-12-09 14:54:00-05:00,14
2025-12-09 19:55:00+00:00,BUY,MEC-A,2025-12-09 14:55:00-05:00,14
2025-12-09 20:00:00+00:00,BUY,MEC-A,2025-12-09 15:00:00-05:00,15
2025-12-09 20:02:00+00:00,BUY,MEC-A,2025-12-09 15:02:00-05:00,15
2025-12-09 20:11:00+00:00,BUY,MEC-A,2025-12-09 15:11:00-05:00,15
2025-12-09 20:22:00+00:00,SELL,MEC-A,2025-12-09 15:22:00-05:00,15
2025-12-09 20:23:00+00:00,SELL,MEC-A,2025-12-09 15:23:00-05:00,15
2025-12-09 20:25:00+00:00,SELL,MEC-A,2025-12-09 15:25:00-05:00,15
2025-12-09 20:31:00+00:00,SELL,MEC-A,2025-12-09 15:31:00-05:00,15
2025-12-09 20:37:00+00:00,SELL,MEC-A,2025-12-09 15:37:00-05:00,15
2025-12-09 20:38:00+00:00,BUY,MEC-A,2025-12-09 15:38:00-05:00,15
2025-12-09 20:46:00+00:00,BUY,MEC-A,2025-12-09 15:46:00-05:00,15
2025-12-09 20:48:00+00:00,BUY,MEC-A,2025-12-09 15:48:00-05:00,15
2025-12-09 21:07:00+00:00,BUY,MEC-A,2025-12-09 16:07:00-05:00,16
2025-12-09 21:22:00+00:00,SELL,MEC-A,2025-12-09 16:22:00-05:00,16
2025-12-09 21:31:00+00:00,SELL,MEC-A,2025-12-09 16:31:00-05:00,16
2025-12-09 21:32:00+00:00,SELL,MEC-A,2025-12-09 16:32:00-05:00,16
2025-12-09 21:44:00+00:00,SELL,MEC-A,2025-12-09 16:44:00-05:00,16
2025-12-09 21:47:00+00:00,SELL,MEC-A,2025-12-09 16:47:00-05:00,16
2025-12-09 21:50:00+00:00,SELL,MEC-A,2025-12-09 16:50:00-05:00,16
2025-12-09 21:54:00+00:00,SELL,MEC-A,2025-12-09 16:54:00-05:00,16
2025-12-09 21:59:00+00:00,SELL,MEC-A,2025-12-09 16:59:00-05:00,16
2025-12-09 23:01:00+00:00,BUY,MEC-A,2025-12-09 18:01:00-05:00,18
2025-12-09 23:06:00+00:00,BUY,MEC-A,2025-12-09 18:06:00-05:00,18
2025-12-09 23:17:00+00:00,BUY,MEC-A,2025-12-09 18:17:00-05:00,18
2025-12-09 23:44:00+00:00,BUY,MEC-A,2025-12-09 18:44:00-05:00,18
2025-12-09 23:48:00+00:00,BUY,MEC-A,2025-12-09 18:48:00-05:00,18
2025-12-10 01:03:00+00:00,SELL,MEC-A,2025-12-09 20:03:00-05:00,20
2025-12-10 01:12:00+00:00,BUY,MEC-A,2025-12-09 20:12:00-05:00,20
2025-12-10 01:16:00+00:00,BUY,MEC-A,2025-12-09 20:16:00-05:00,20
2025-12-10 01:18:00+00:00,BUY,MEC-A,2025-12-09 20:18:00-05:00,20
2025-12-10 01:24:00+00:00,BUY,MEC-A,2025-12-09 20:24:00-05:00,20
2025-12-10 01:27:00+00:00,BUY,MEC-A,2025-12-09 20:27:00-05:00,20
2025-12-10 01:28:00+00:00,BUY,MEC-A,2025-12-09 20:28:00-05:00,20
2025-12-10 01:29:00+00:00,BUY,MEC-A,2025-12-09 20:29:00-05:00,20
2025-12-10 01:43:00+00:00,SELL,MEC-A,2025-12-09 20:43:00-05:00,20
2025-12-10 01:53:00+00:00,BUY,MEC-A,2025-12-09 20:53:00-05:00,20
2025-12-10 02:02:00+00:00,BUY,MEC-A,2025-12-09 21:02:00-05:00,21
2025-12-10 02:05:00+00:00,BUY,MEC-A,2025-12-09 21:05:00-05:00,21
2025-12-10 02:08:00+00:00,BUY,MEC-A,2025-12-09 21:08:00-05:00,21
2025-12-10 02:10:00+00:00,BUY,MEC-A,2025-12-09 21:10:00-05:00,21
2025-12-10 02:30:00+00:00,BUY,MEC-A,2025-12-09 21:30:00-05:00,21
2025-12-10 02:32:00+00:00,BUY,MEC-A,2025-12-09 21:32:00-05:00,21
2025-12-10 02:37:00+00:00,BUY,MEC-A,2025-12-09 21:37:00-05:00,21
2025-12-10 02:43:00+00:00,BUY,MEC-A,2025-12-09 21:43:00-05:00,21
2025-12-10 02:46:00+00:00,BUY,MEC-A,2025-12-09 21:46:00-05:00,21
2025-12-10 02:51:00+00:00,BUY,MEC-A,2025-12-09 21:51:00-05:00,21
2025-12-10 02:56:00+00:00,BUY,MEC-A,2025-12-09 21:56:00-05:00,21
2025-12-10 03:07:00+00:00,SELL,MEC-A,2025-12-09 22:07:00-05:00,22
2025-12-10 03:10:00+00:00,SELL,MEC-A,2025-12-09 22:10:00-05:00,22
2025-12-10 03:13:00+00:00,SELL,MEC-A,2025-12-09 22:13:00-05:00,22
2025-12-10 03:17:00+00:00,SELL,MEC-A,2025-12-09 22:17:00-05:00,22
2025-12-10 03:25:00+00:00,SELL,MEC-A,2025-12-09 22:25:00-05:00,22
2025-12-10 03:29:00+00:00,SELL,MEC-A,2025-12-09 22:29:00-05:00,22
2025-12-10 03:40:00+00:00,SELL,MEC-A,2025-12-09 22:40:00-05:00,22
2025-12-10 03:49:00+00:00,SELL,MEC-A,2025-12-09 22:49:00-05:00,22
2025-12-10 03:51:00+00:00,SELL,MEC-A,2025-12-09 22:51:00-05:00,22
2025-12-10 03:52:00+00:00,SELL,MEC-A,2025-12-09 22:52:00-05:00,22
2025-12-10 03:54:00+00:00,SELL,MEC-A,2025-12-09 22:54:00-05:00,22
2025-12-10 03:57:00+00:00,SELL,MEC-A,2025-12-09 22:57:00-05:00,22
2025-12-10 04:15:00+00:00,BUY,MEC-A,2025-12-09 23:15:00-05:00,23
2025-12-10 04:19:00+00:00,SELL,MEC-A,2025-12-09 23:19:00-05:00,23
2025-12-10 04:21:00+00:00,SELL,MEC-A,2025-12-09 23:21:00-05:00,23
2025-12-10 04:22:00+00:00,SELL,MEC-A,2025-12-09 23:22:00-05:00,23
2025-12-10 04:26:00+00:00,SELL,MEC-A,2025-12-09 23:26:00-05:00,23
2025-12-10 04:30:00+00:00,SELL,MEC-A,2025-12-09 23:30:00-05:00,23
2025-12-10 04:36:00+00:00,BUY,MEC-A,2025-12-09 23:36:00-05:00,23
2025-12-10 05:08:00+00:00,SELL,MEC-A,2025-12-10 00:08:00-05:00,0
2025-12-10 05:11:00+00:00,SELL,MEC-A,2025-12-10 00:11:00-05:00,0
2025-12-10 05:12:00+00:00,SELL,MEC-A,2025-12-10 00:12:00-05:00,0
2025-12-10 05:16:00+00:00,SELL,MEC-A,2025-12-10 00:16:00-05:00,0
2025-12-10 05:19:00+00:00,SELL,MEC-A,2025-12-10 00:19:00-05:00,0
2025-12-10 05:25:00+00:00,SELL,MEC-A,2025-12-10 00:25:00-05:00,0
2025-12-10 05:29:00+00:00,BUY,MEC-A,2025-12-10 00:29:00-05:00,0
2025-12-10 05:37:00+00:00,BUY,MEC-A,2025-12-10 00:37:00-05:00,0
2025-12-10 05:38:00+00:00,BUY,MEC-A,2025-12-10 00:38:00-05:00,0
2025-12-10 05:42:00+00:00,BUY,MEC-A,2025-12-10 00:42:00-05:00,0
2025-12-10 05:44:00+00:00,BUY,MEC-A,2025-12-10 00:44:00-05:00,0
2025-12-10 05:45:00+00:00,BUY,MEC-A,2025-12-10 00:45:00-05:00,0
2025-12-10 05:47:00+00:00,BUY,MEC-A,2025-12-10 00:47:00-05:00,0
2025-12-10 05:55:00+00:00,BUY,MEC-A,2025-12-10 00:55:00-05:00,0
2025-12-10 05:58:00+00:00,SELL,MEC-A,2025-12-10 00:58:00-05:00,0
2025-12-10 06:00:00+00:00,SELL,MEC-A,2025-12-10 01:00:00-05:00,1
2025-12-10 06:03:00+00:00,SELL,MEC-A,2025-12-10 01:03:00-05:00,1
2025-12-10 06:04:00+00:00,SELL,MEC-A,2025-12-10 01:04:00-05:00,1
2025-12-10 06:07:00+00:00,SELL,MEC-A,2025-12-10 01:07:00-05:00,1
2025-12-10 06:08:00+00:00,SELL,MEC-A,2025-12-10 01:08:00-05:00,1
2025-12-10 06:09:00+00:00,SELL,MEC-A,2025-12-10 01:09:00-05:00,1
2025-12-10 06:13:00+00:00,SELL,MEC-A,2025-12-10 01:13:00-05:00,1
2025-12-10 06:16:00+00:00,SELL,MEC-A,2025-12-10 01:16:00-05:00,1
2025-12-10 06:17:00+00:00,SELL,MEC-A,2025-12-10 01:17:00-05:00,1
2025-12-10 06:19:00+00:00,SELL,MEC-A,2025-12-10 01:19:00-05:00,1
2025-12-10 06:22:00+00:00,SELL,MEC-A,2025-12-10 01:22:00-05:00,1
2025-12-10 06:31:00+00:00,SELL,MEC-A,2025-12-10 01:31:00-05:00,1
2025-12-10 06:32:00+00:00,SELL,MEC-A,2025-12-10 01:32:00-05:00,1
2025-12-10 06:33:00+00:00,SELL,MEC-A,2025-12-10 01:33:00-05:00,1
2025-12-10 06:34:00+00:00,SELL,MEC-A,2025-12-10 01:34:00-05:00,1
2025-12-10 06:49:00+00:00,BUY,MEC-A,2025-12-10 01:49:00-05:00,1
2025-12-10 07:04:00+00:00,BUY,MEC-A,2025-12-10 02:04:00-05:00,2
2025-12-10 07:07:00+00:00,BUY,MEC-A,2025-12-10 02:07:00-05:00,2
2025-12-10 07:46:00+00:00,SELL,MEC-A,2025-12-10 02:46:00-05:00,2
2025-12-10 07:47:00+00:00,SELL,MEC-A,2025-12-10 02:47:00-05:00,2
2025-12-10 07:50:00+00:00,SELL,MEC-A,2025-12-10 02:50:00-05:00,2
2025-12-10 07:53:00+00:00,SELL,MEC-A,2025-12-10 02:53:00-05:00,2
2025-12-10 07:55:00+00:00,SELL,MEC-A,2025-12-10 02:55:00-05:00,2
2025-12-10 07:58:00+00:00,SELL,MEC-A,2025-12-10 02:58:00-05:00,2
2025-12-10 07:59:00+00:00,SELL,MEC-A,2025-12-10 02:59:00-05:00,2
2025-12-10 08:05:00+00:00,BUY,MEC-A,2025-12-10 03:05:00-05:00,3
2025-12-10 08:12:00+00:00,SELL,MEC-A,2025-12-10 03:12:00-05:00,3
2025-12-10 08:42:00+00:00,SELL,MEC-A,2025-12-10 03:42:00-05:00,3
2025-12-10 08:45:00+00:00,SELL,MEC-A,2025-12-10 03:45:00-05:00,3
2025-12-10 08:50:00+00:00,SELL,MEC-A,2025-12-10 03:50:00-05:00,3
2025-12-10 08:52:00+00:00,SELL,MEC-A,2025-12-10 03:52:00-05:00,3
2025-12-10 08:58:00+00:00,SELL,MEC-A,2025-12-10 03:58:00-05:00,3
2025-12-10 09:03:00+00:00,SELL,MEC-A,2025-12-10 04:03:00-05:00,4
2025-12-10 09:43:00+00:00,SELL,MEC-A,2025-12-10 04:43:00-05:00,4
2025-12-10 09:46:00+00:00,SELL,MEC-A,2025-12-10 04:46:00-05:00,4
2025-12-10 09:54:00+00:00,SELL,MEC-A,2025-12-10 04:54:00-05:00,4
2025-12-10 09:55:00+00:00,SELL,MEC-A,2025-12-10 04:55:00-05:00,4
2025-12-10 10:00:00+00:00,SELL,MEC-A,2025-12-10 05:00:00-05:00,5
2025-12-10 10:14:00+00:00,BUY,MEC-A,2025-12-10 05:14:00-05:00,5
2025-12-10 10:31:00+00:00,SELL,MEC-A,2025-12-10 05:31:00-05:00,5
2025-12-10 10:32:00+00:00,SELL,MEC-A,2025-12-10 05:32:00-05:00,5
2025-12-10 10:47:00+00:00,SELL,MEC-A,2025-12-10 05:47:00-05:00,5
2025-12-10 10:54:00+00:00,SELL,MEC-A,2025-12-10 05:54:00-05:00,5
2025-12-10 11:01:00+00:00,SELL,MEC-A,2025-12-10 06:01:00-05:00,6
2025-12-10 11:07:00+00:00,SELL,MEC-A,2025-12-10 06:07:00-05:00,6
2025-12-10 11:13:00+00:00,BUY,MEC-A,2025-12-10 06:13:00-05:00,6
2025-12-10 11:14:00+00:00,BUY,MEC-A,2025-12-10 06:14:00-05:00,6
2025-12-10 11:21:00+00:00,BUY,MEC-A,2025-12-10 06:21:00-05:00,6
2025-12-10 11:23:00+00:00,BUY,MEC-A,2025-12-10 06:23:00-05:00,6
2025-12-10 11:34:00+00:00,BUY,MEC-A,2025-12-10 06:34:00-05:00,6
2025-12-10 11:36:00+00:00,BUY,MEC-A,2025-12-10 06:36:00-05:00,6
2025-12-10 11:53:00+00:00,BUY,MEC-A,2025-12-10 06:53:00-05:00,6
2025-12-10 11:58:00+00:00,BUY,MEC-A,2025-12-10 06:58:00-05:00,6
2025-12-10 12:00:00+00:00,BUY,MEC-A,2025-12-10 07:00:00-05:00,7
2025-12-10 12:02:00+00:00,BUY,MEC-A,2025-12-10 07:02:00-05:00,7
2025-12-10 12:05:00+00:00,BUY,MEC-A,2025-12-10 07:05:00-05:00,7
2025-12-10 12:08:00+00:00,BUY,MEC-A,2025-12-10 07:08:00-05:00,7
2025-12-10 12:10:00+00:00,BUY,MEC-A,2025-12-10 07:10:00-05:00,7
2025-12-10 12:11:00+00:00,BUY,MEC-A,2025-12-10 07:11:00-05:00,7
2025-12-10 12:14:00+00:00,BUY,MEC-A,2025-12-10 07:14:00-05:00,7
2025-12-10 12:23:00+00:00,BUY,MEC-A,2025-12-10 07:23:00-05:00,7
2025-12-10 12:30:00+00:00,SELL,MEC-A,2025-12-10 07:30:00-05:00,7
2025-12-10 12:55:00+00:00,SELL,MEC-A,2025-12-10 07:55:00-05:00,7
2025-12-10 13:00:00+00:00,SELL,MEC-A,2025-12-10 08:00:00-05:00,8
2025-12-10 13:12:00+00:00,SELL,MEC-A,2025-12-10 08:12:00-05:00,8
2025-12-10 13:16:00+00:00,BUY,MEC-A,2025-12-10 08:16:00-05:00,8
2025-12-10 13:43:00+00:00,BUY,MEC-A,2025-12-10 08:43:00-05:00,8
2025-12-10 13:44:00+00:00,BUY,MEC-A,2025-12-10 08:44:00-05:00,8
2025-12-10 13:50:00+00:00,BUY,MEC-A,2025-12-10 08:50:00-05:00,8
2025-12-10 13:54:00+00:00,BUY,MEC-A,2025-12-10 08:54:00-05:00,8
2025-12-10 13:57:00+00:00,BUY,MEC-A,2025-12-10 08:57:00-05:00,8
2025-12-10 13:59:00+00:00,SELL,MEC-A,2025-12-10 08:59:00-05:00,8
2025-12-10 14:09:00+00:00,BUY,MEC-A,2025-12-10 09:09:00-05:00,9
2025-12-10 14:16:00+00:00,BUY,MEC-A,2025-12-10 09:16:00-05:00,9
2025-12-10 14:26:00+00:00,SELL,MEC-A,2025-12-10 09:26:00-05:00,9
2025-12-10 14:27:00+00:00,SELL,MEC-A,2025-12-10 09:27:00-05:00,9
