t_entrada,R,direccion,t_ny,hora_ny
2025-12-11 02:07:00+00:00,0.9,-1,2025-12-10 21:07:00-05:00,21
2025-12-11 02:10:00+00:00,0.9,-1,2025-12-10 21:10:00-05:00,21
2025-12-11 02:35:00+00:00,0.9,-1,2025-12-10 21:35:00-05:00,21
2025-12-11 03:09:00+00:00,-1.0,-1,2025-12-10 22:09:00-05:00,22
2025-12-11 10:07:00+00:00,-1.0,1,2025-12-11 05:07:00-05:00,5
2025-12-11 10:30:00+00:00,-1.0,-1,2025-12-11 05:30:00-05:00,5
2025-12-11 11:01:00+00:00,-1.0,1,2025-12-11 06:01:00-05:00,6
2025-12-11 11:14:00+00:00,0.9,-1,2025-12-11 06:14:00-05:00,6
2025-12-11 11:37:00+00:00,-1.0,-1,2025-12-11 06:37:00-05:00,6
2025-12-11 12:20:00+00:00,0.9,1,2025-12-11 07:20:00-05:00,7
2025-12-11 13:00:00+00:00,-1.0,1,2025-12-11 08:00:00-05:00,8
2025-12-11 13:04:00+00:00,0.9,-1,2025-12-11 08:04:00-05:00,8
2025-12-11 13:16:00+00:00,-1.0,-1,2025-12-11 08:16:00-05:00,8
2025-12-11 14:05:00+00:00,0.9,1,2025-12-11 09:05:00-05:00,9
2025-12-11 14:21:00+00:00,0.9,1,2025-12-11 09:21:00-05:00,9
2025-12-11 14:33:00+00:00,0.9,1,2025-12-11 09:33:00-05:00,9
2025-12-11 14:43:00+00:00,-1.0,1,2025-12-11 09:43:00-05:00,9
2025-12-11 15:07:00+00:00,0.9,1,2025-12-11 10:07:00-05:00,10
2025-12-11 15:40:00+00:00,0.9,1,2025-12-11 10:40:00-05:00,10
2025-12-11 15:51:00+00:00,-1.0,1,2025-12-11 10:51:00-05:00,10
2025-12-11 15:57:00+00:00,-1.0,-1,2025-12-11 10:57:00-05:00,10
2025-12-11 16:22:00+00:00,0.9,1,2025-12-11 11:22:00-05:00,11
2025-12-11 16:47:00+00:00,0.9,1,2025-12-11 11:47:00-05:00,11
2025-12-11 18:04:00+00:00,-1.0,1,2025-12-11 13:04:00-05:00,13
2025-12-11 18:57:00+00:00,-1.0,-1,2025-12-11 13:57:00-05:00,13
2025-12-11 21:49:00+00:00,-1.0,1,2025-12-11 16:49:00-05:00,16
2025-12-11 23:16:00+00:00,-1.0,-1,2025-12-11 18:16:00-05:00,18
2025-12-11 23:20:00+00:00,0.9,-1,2025-12-11 18:20:00-05:00,18
2025-12-11 23:36:00+00:00,0.9,-1,2025-12-11 18:36:00-05:00,18
2025-12-11 23:40:00+00:00,0.9,-1,2025-12-11 18:40:00-05:00,18
2025-12-12 01:02:00+00:00,-1.0,-1,2025-12-11 20:02:00-05:00,20
2025-12-12 01:13:00+00:00,-1.0,1,2025-12-11 20:13:00-05:00,20
2025-12-12 01:28:00+00:00,-1.0,-1,2025-12-11 20:28:00-05:00,20
2025-12-12 02:14:00+00:00,-1.0,1,2025-12-11 21:14:00-05:00,21
2025-12-12 02:48:00+00:00,-1.0,-1,2025-12-11 21:48:00-05:00,21
2025-12-12 05:28:00+00:00,0.9,1,2025-12-12 00:28:00-05:00,0
2025-12-12 05:37:00+00:00,0.9,1,2025-12-12 00:37:00-05:00,0
2025-12-12 07:07:00+00:00,0.9,1,2025-12-12 02:07:00-05:00,2
2025-12-12 08:05:00+00:00,0.9,1,2025-12-12 03:05:00-05:00,3
2025-12-12 08:37:00+00:00,0.9,1,2025-12-12 03:37:00-05:00,3
2025-12-12 08:49:00+00:00,0.9,1,2025-12-12 03:49:00-05:00,3
2025-12-12 09:54:00+00:00,0.9,1,2025-12-12 04:54:00-05:00,4
2025-12-12 10:44:00+00:00,0.9,1,2025-12-12 05:44:00-05:00,5
2025-12-12 11:11:00+00:00,-1.0,1,2025-12-12 06:11:00-05:00,6
2025-12-12 12:49:00+00:00,-1.0,-1,2025-12-12 07:49:00-05:00,7
2025-12-12 13:04:00+00:00,0.9,1,2025-12-12 08:04:00-05:00,8
2025-12-12 13:30:00+00:00,-1.0,1,2025-12-12 08:30:00-05:00,8
2025-12-12 13:49:00+00:00,-1.0,-1,2025-12-12 08:49:00-05:00,8
2025-12-12 14:27:00+00:00,-1.0,1,2025-12-12 09:27:00-05:00,9
2025-12-12 14:30:00+00:00,-1.0,-1,2025-12-12 09:30:00-05:00,9
2025-12-12 14:51:00+00:00,-1.0,1,2025-12-12 09:51:00-05:00,9
2025-12-12 15:18:00+00:00,0.9,-1,2025-12-12 10:18:00-05:00,10
2025-12-12 15:24:00+00:00,0.9,-1,2025-12-12 10:24:00-05:00,10
2025-12-12 16:38:00+00:00,-1.0,-1,2025-12-12 11:38:00-05:00,11
2025-12-15 05:11:00+00:00,-1.0,-1,2025-12-15 00:11:00-05:00,0
2025-12-15 05:20:00+00:00,0.9,1,2025-12-15 00:20:00-05:00,0
2025-12-15 05:30:00+00:00,0.9,1,2025-12-15 00:30:00-05:00,0
2025-12-15 05:32:00+00:00,0.9,1,2025-12-15 00:32:00-05:00,0
2025-12-15 06:46:00+00:00,-1.0,1,2025-12-15 01:46:00-05:00,1
2025-12-15 06:59:00+00:00,0.9,-1,2025-12-15 01:59:00-05:00,1
2025-12-15 07:07:00+00:00,0.9,-1,2025-12-15 02:07:00-05:00,2
2025-12-15 07:38:00+00:00,-1.0,-1,2025-12-15 02:38:00-05:00,2
2025-12-15 08:28:00+00:00,-1.0,1,2025-12-15 03:28:00-05:00,3
2025-12-15 10:00:00+00:00,-1.0,-1,2025-12-15 05:00:00-05:00,5
2025-12-15 10:24:00+00:00,-1.0,1,2025-12-15 05:24:00-05:00,5
2025-12-15 10:29:00+00:00,0.9,-1,2025-12-15 05:29:00-05:00,5
2025-12-15 10:31:00+00:00,-1.0,-1,2025-12-15 05:31:00-05:00,5
2025-12-15 12:34:00+00:00,-1.0,1,2025-12-15 07:34:00-05:00,7
2025-12-15 13:02:00+00:00,0.9,-1,2025-12-15 08:02:00-05:00,8
2025-12-15 13:06:00+00:00,0.9,-1,2025-12-15 08:06:00-05:00,8
2025-12-15 14:20:00+00:00,0.9,-1,2025-12-15 09:20:00-05:00,9
2025-12-15 15:12:00+00:00,-1.0,1,2025-12-15 10:12:00-05:00,10
2025-12-15 15:28:00+00:00,-1.0,-1,2025-12-15 10:28:00-05:00,10
2025-12-15 15:55:00+00:00,-1.0,1,2025-12-15 10:55:00-05:00,10
2025-12-15 15:58:00+00:00,0.9,-1,2025-12-15 10:58:00-05:00,10
2025-12-15 16:04:00+00:00,0.9,-1,2025-12-15 11:04:00-05:00,11
2025-12-15 16:34:00+00:00,-1.0,-1,2025-12-15 11:34:00-05:00,11
2025-12-15 17:26:00+00:00,0.9,1,2025-12-15 12:26:00-05:00,12
2025-12-15 18:38:00+00:00,0.9,1,2025-12-15 13:38:00-05:00,13
2025-12-15 19:03:00+00:00,-1.0,1,2025-12-15 14:03:00-05:00,14
2025-12-15 19:36:00+00:00,-1.0,-1,2025-12-15 14:36:00-05:00,14
2025-12-15 20:01:00+00:00,0.9,-1,2025-12-15 15:01:00-05:00,15
2025-12-15 20:18:00+00:00,0.9,-1,2025-12-15 15:18:00-05:00,15
2025-12-16 01:25:00+00:00,-1.0,1,2025-12-15 20:25:00-05:00,20
2025-12-16 02:53:00+00:00,0.9,-1,2025-12-15 21:53:00-05:00,21
2025-12-16 03:14:00+00:00,0.9,-1,2025-12-15 22:14:00-05:00,22
2025-12-16 05:30:00+00:00,-1.0,-1,2025-12-16 00:30:00-05:00,0
2025-12-16 05:56:00+00:00,0.9,1,2025-12-16 00:56:00-05:00,0
2025-12-16 13:23:00+00:00,0.9,1,2025-12-16 08:23:00-05:00,8
2025-12-16 13:30:00+00:00,0.9,1,2025-12-16 08:30:00-05:00,8
2025-12-16 14:05:00+00:00,0.9,1,2025-12-16 09:05:00-05:00,9
2025-12-16 15:07:00+00:00,-1.0,1,2025-12-16 10:07:00-05:00,10
2025-12-16 15:18:00+00:00,0.9,-1,2025-12-16 10:18:00-05:00,10
2025-12-16 16:32:00+00:00,-1.0,-1,2025-12-16 11:32:00-05:00,11
2025-12-16 18:49:00+00:00,-1.0,1,2025-12-16 13:49:00-05:00,13
2025-12-16 19:03:00+00:00,0.9,-1,2025-12-16 14:03:00-05:00,14
2025-12-16 19:26:00+00:00,-1.0,-1,2025-12-16 14:26:00-05:00,14
2025-12-16 19:43:00+00:00,0.9,1,2025-12-16 14:43:00-05:00,14
2025-12-16 19:46:00+00:00,-1.0,1,2025-12-16 14:46:00-05:00,14
2025-12-16 20:52:00+00:00,-1.0,-1,2025-12-16 15:52:00-05:00,15
2025-12-17 00:09:00+00:00,0.9,1,2025-12-16 19:09:00-05:00,19
2025-12-17 01:03:00+00:00,0.9,1,2025-12-16 20:03:00-05:00,20
2025-12-17 01:11:00+00:00,0.9,1,2025-12-16 20:11:00-05:00,20
2025-12-17 01:58:00+00:00,-1.0,1,2025-12-16 20:58:00-05:00,20
2025-12-17 02:06:00+00:00,0.9,-1,2025-12-16 21:06:00-05:00,21
2025-12-17 02:36:00+00:00,-1.0,-1,2025-12-16 21:36:00-05:00,21
2025-12-17 03:42:00+00:00,0.9,1,2025-12-16 22:42:00-05:00,22
2025-12-17 04:40:00+00:00,0.9,1,2025-12-16 23:40:00-05:00,23
2025-12-17 05:17:00+00:00,0.9,1,2025-12-17 00:17:00-05:00,0
2025-12-17 05:38:00+00:00,-1.0,1,2025-12-17 00:38:00-05:00,0
2025-12-17 06:25:00+00:00,0.9,-1,2025-12-17 01:25:00-05:00,1
2025-12-17 06:38:00+00:00,0.9,-1,2025-12-17 01:38:00-05:00,1
2025-12-17 06:55:00+00:00,0.9,-1,2025-12-17 01:55:00-05:00,1
2025-12-17 07:26:00+00:00,-1.0,-1,2025-12-17 02:26:00-05:00,2
2025-12-17 07:32:00+00:00,-1.0,1,2025-12-17 02:32:00-05:00,2
2025-12-17 07:43:00+00:00,0.9,-1,2025-12-17 02:43:00-05:00,2
2025-12-17 08:07:00+00:00,0.9,-1,2025-12-17 03:07:00-05:00,3
2025-12-17 08:13:00+00:00,-1.0,-1,2025-12-17 03:13:00-05:00,3
2025-12-17 09:01:00+00:00,-1.0,1,2025-12-17 04:01:00-05:00,4
2025-12-17 09:22:00+00:00,-1.0,-1,2025-12-17 04:22:00-05:00,4
2025-12-17 09:28:00+00:00,-1.0,1,2025-12-17 04:28:00-05:00,4
2025-12-17 09:57:00+00:00,-1.0,-1,2025-12-17 04:57:00-05:00,4
2025-12-17 10:32:00+00:00,0.9,-1,2025-12-17 05:32:00-05:00,5
2025-12-17 10:37:00+00:00,-1.0,-1,2025-12-17 05:37:00-05:00,5
2025-12-17 12:20:00+00:00,0.9,1,2025-12-17 07:20:00-05:00,7
2025-12-17 13:20:00+00:00,0.9,1,2025-12-17 08:20:00-05:00,8
2025-12-17 13:45:00+00:00,-1.0,1,2025-12-17 08:45:00-05:00,8
2025-12-17 14:14:00+00:00,-1.0,-1,2025-12-17 09:14:00-05:00,9
2025-12-17 15:33:00+00:00,-1.0,1,2025-12-17 10:33:00-05:00,10
2025-12-17 15:36:00+00:00,0.9,-1,2025-12-17 10:36:00-05:00,10
2025-12-17 15:57:00+00:00,-1.0,-1,2025-12-17 10:57:00-05:00,10
2025-12-17 16:49:00+00:00,-1.0,1,2025-12-17 11:49:00-05:00,11
2025-12-18 01:35:00+00:00,-1.0,-1,2025-12-17 20:35:00-05:00,20
2025-12-18 02:02:00+00:00,-1.0,1,2025-12-17 21:02:00-05:00,21
2025-12-18 08:04:00+00:00,0.9,-1,2025-12-18 03:04:00-05:00,3
2025-12-18 10:02:00+00:00,0.9,1,2025-12-18 05:02:00-05:00,5
2025-12-18 11:15:00+00:00,-1.0,1,2025-12-18 06:15:00-05:00,6
2025-12-18 12:03:00+00:00,0.9,-1,2025-12-18 07:03:00-05:00,7
2025-12-18 12:06:00+00:00,0.9,-1,2025-12-18 07:06:00-05:00,7
2025-12-18 12:28:00+00:00,-1.0,-1,2025-12-18 07:28:00-05:00,7
2025-12-18 13:30:00+00:00,0.9,1,2025-12-18 08:30:00-05:00,8
2025-12-18 13:51:00+00:00,-1.0,1,2025-12-18 08:51:00-05:00,8
2025-12-18 14:00:00+00:00,0.9,-1,2025-12-18 09:00:00-05:00,9
2025-12-18 14:41:00+00:00,-1.0,-1,2025-12-18 09:41:00-05:00,9
2025-12-18 15:45:00+00:00,0.9,1,2025-12-18 10:45:00-05:00,10
2025-12-18 16:11:00+00:00,-1.0,1,2025-12-18 11:11:00-05:00,11
2025-12-19 16:11:00+00:00,-1.0,-1,2025-12-19 11:11:00-05:00,11
2025-12-19 17:53:00+00:00,0.9,1,2025-12-19 12:53:00-05:00,12
2025-12-19 18:03:00+00:00,-1.0,-1,2025-12-19 13:03:00-05:00,13
2025-12-19 18:26:00+00:00,-1.0,1,2025-12-19 13:26:00-05:00,13
2025-12-19 18:30:00+00:00,0.9,-1,2025-12-19 13:30:00-05:00,13
2025-12-19 18:38:00+00:00,0.9,-1,2025-12-19 13:38:00-05:00,13
2025-12-19 20:17:00+00:00,-1.0,-1,2025-12-19 15:17:00-05:00,15
2025-12-19 20:24:00+00:00,-1.0,1,2025-12-19 15:24:00-05:00,15
2025-12-19 20:39:00+00:00,0.9,-1,2025-12-19 15:39:00-05:00,15
