time,open,high,low,close,n_ticks
2026-08-18 14:20:00+00:00,4401.595,4402.82,4398.53,4398.98,413
2026-08-18 14:21:00+00:00,4398.9349999999995,4399.405000000001,4396.76,4397.16,406
2026-08-18 14:22:00+00:00,4397.165,4399.395,4396.72,4398.815,326
2026-08-18 14:23:00+00:00,4398.805,4398.889999999999,4396.255,4397.59,360
2026-08-18 14:24:00+00:00,4397.51,4397.8150000000005,4395.805,4397.8150000000005,383
2026-08-18 14:25:00+00:00,4397.82,4398.93,4396.6,4397.915,380
2026-08-18 14:26:00+00:00,4397.9400000000005,4398.1,4396.05,4396.6900000000005,310
2026-08-18 14:27:00+00:00,4396.61,4397.015,4393.27,4394.65,394
2026-08-18 14:28:00+00:00,4394.735000000001,4396.09,4394.0599999999995,4394.295,367
2026-08-18 14:29:00+00:00,4394.395,4395.005,4392.415,4394.264999999999,375
2026-08-18 14:30:00+00:00,4394.23,4394.48,4390.965,4392.205,487
2026-08-18 14:31:00+00:00,4392.115,4392.35,4389.885,4390.75,407
2026-08-18 14:32:00+00:00,4390.764999999999,4394.215,4385.215,4394.075,443
2026-08-18 14:33:00+00:00,4393.97,4396.450000000001,4393.88,4394.844999999999,365
2026-08-18 14:34:00+00:00,4394.865,4395.22,4390.092500000001,4390.092500000001,381
2026-08-18 14:35:00+00:00,4390.077499999999,4390.085,4387.645,4388.094999999999,400
2026-08-18 14:36:00+00:00,4388.174999999999,4390.014999999999,4386.45,4389.95,383
2026-08-18 14:37:00+00:00,4389.9400000000005,4390.28,4386.72,4388.155000000001,371
2026-08-18 14:38:00+00:00,4388.1849999999995,4388.25,4386.055,4387.41,430
2026-08-18 14:39:00+00:00,4387.465,4387.9,4382.25,4382.9349999999995,490
2026-08-18 14:40:00+00:00,4382.905000000001,4383.8099999999995,4379.295,4382.37,473
2026-08-18 14:41:00+00:00,4382.335,4384.97,4381.655000000001,4384.51,442
2026-08-18 14:42:00+00:00,4384.46,4385.02,4383.135,4383.71,405
2026-08-18 14:43:00+00:00,4383.67,4384.08,4378.025,4378.77,433
2026-08-18 14:44:00+00:00,4378.675,4380.07,4377.735,4379.645,412
2026-08-18 14:45:00+00:00,4379.66,4381.39,4378.035,4380.405000000001,434
2026-08-18 14:46:00+00:00,4380.15,4383.185,4379.245000000001,4383.04,408
2026-08-18 14:47:00+00:00,4383.1900000000005,4385.5,4382.225,4385.415,405
2026-08-18 14:48:00+00:00,4385.43,4388.49,4384.475,4388.0599999999995,388
2026-08-18 14:49:00+00:00,4387.995,4388.594999999999,4386.87,4386.875,363
2026-08-18 14:50:00+00:00,4386.895,4389.025,4384.805,4387.2,427
2026-08-18 14:51:00+00:00,4387.325,4388.28,4383.73,4383.73,408
2026-08-18 14:52:00+00:00,4383.445,4384.035,4381.305,4381.305,425
2026-08-18 14:53:00+00:00,4381.38,4381.71,4372.89,4378.27,502
2026-08-18 14:54:00+00:00,4378.365,4382.375,4377.21,4378.895,462
2026-08-18 14:55:00+00:00,4378.785,4383.105,4378.785,4382.975,421
2026-08-18 14:56:00+00:00,4382.835,4382.870000000001,4375.245000000001,4377.955,465
2026-08-18 14:57:00+00:00,4377.845,4378.075,4375.77,4376.54,455
2026-08-18 14:58:00+00:00,4376.48,4376.705,4369.8150000000005,4369.835,469
2026-08-18 14:59:00+00:00,4369.594999999999,4370.305,4363.71,4366.725,482
2026-08-18 15:00:00+00:00,4366.905000000001,4372.16,4365.975,4370.49,495
2026-08-18 15:01:00+00:00,4370.455,4371.365,4367.415,4368.65,533
2026-08-18 15:02:00+00:00,4368.6900000000005,4370.78,4367.735000000001,4368.41,520
2026-08-18 15:03:00+00:00,4368.375,4373.375,4367.41,4373.110000000001,506
2026-08-18 15:04:00+00:00,4373.12,4376.754999999999,4372.29,4375.754999999999,472
2026-08-18 15:05:00+00:00,4375.8,4377.65,4374.344999999999,4375.74,468
2026-08-18 15:06:00+00:00,4375.77,4376.48,4374.264999999999,4376.245,376
2026-08-18 15:07:00+00:00,4376.235,4376.41,4371.21,4372.065,396
2026-08-18 15:08:00+00:00,4372.07,4372.07,4368.83,4369.99,401
2026-08-18 15:09:00+00:00,4370.09,4370.09,4365.1,4365.925,459
2026-08-18 15:10:00+00:00,4365.895,4367.215,4363.8099999999995,4366.9,474
2026-08-18 15:11:00+00:00,4366.945,4367.889999999999,4364.325000000001,4365.495,467
2026-08-18 15:12:00+00:00,4365.585,4368.334999999999,4364.71,4367.155,457
2026-08-18 15:13:00+00:00,4367.115,4367.115,4363.135,4363.83,413
2026-08-18 15:14:00+00:00,4363.92,4363.955,4359.135,4360.120000000001,483
2026-08-18 15:15:00+00:00,4360.1,4363.715,4359.245000000001,4362.88,420
2026-08-18 15:16:00+00:00,4362.83,4365.395,4362.63,4364.605,406
2026-08-18 15:17:00+00:00,4364.4349999999995,4365.125,4363.1,4363.799999999999,367
